Planning Area,Area Latitude,Area Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
MARINE PARADE,1.32147998167819,103.87047996609765,Suhaime's,1.321248013442892,103.86984780297293,Malay Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Carpark | Blk 68 Geylang Bahru,1.322074614284805,103.87009129025488,Parking
MARINE PARADE,1.32147998167819,103.87047996609765,7-Eleven,1.3224869962291252,103.87025172787496,Convenience Store
MARINE PARADE,1.32147998167819,103.87047996609765,Guan Hua Hot & Cold Dessert,1.321495,103.870484,Dessert Shop
MARINE PARADE,1.32147998167819,103.87047996609765,PLC @ Geylang Bahru,1.3220884851855632,103.87057260361873,Government Building
MARINE PARADE,1.32147998167819,103.87047996609765,Origin 草地人,1.321487,103.87003,Snack Place
MARINE PARADE,1.32147998167819,103.87047996609765,廣東砂煲飯 • 小吃 (Cantonese Claypot Rice),1.321442,103.870048,Asian Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Weng Fatt 榮發,1.321366,103.870159,Asian Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Prison Link Geylang Barhu,1.3220683384326082,103.87068585405038,Palace
MARINE PARADE,1.32147998167819,103.87047996609765,Ugly Cake Shop,1.321183318754786,103.87084543704987,Café
MARINE PARADE,1.32147998167819,103.87047996609765,Shang Dental,1.321379,103.870116,Dentist's Office
MARINE PARADE,1.32147998167819,103.87047996609765,Blk 71 Kallang Bahru,1.3207369248148049,103.87039140308462,Market
MARINE PARADE,1.32147998167819,103.87047996609765,Just Nail It,1.32193,103.87002,Nail Salon
MARINE PARADE,1.32147998167819,103.87047996609765,69 Chwee Kueh,1.321542,103.87007,Snack Place
MARINE PARADE,1.32147998167819,103.87047996609765,Fu Xing Fishball Noodles,1.321386,103.870562,Coffee Shop
MARINE PARADE,1.32147998167819,103.87047996609765,PLC (Geylang Bahru) Prison Tele-visit.,1.3220402706356245,103.87059034617432,Government Building
MARINE PARADE,1.32147998167819,103.87047996609765,Mui Kee Fish Ball Noodle,1.3213558292710876,103.87099163072652,Noodle House
MARINE PARADE,1.32147998167819,103.87047996609765,老二肉骨茶,1.3216611998600283,103.8703687530367,Soup Place
MARINE PARADE,1.32147998167819,103.87047996609765,Binsmart,1.320900490254068,103.87064621638332,Convenience Store
MARINE PARADE,1.32147998167819,103.87047996609765,Ding Xiang Dessert,1.321541,103.87011,Dessert Shop
MARINE PARADE,1.32147998167819,103.87047996609765,POSB Cash Deposit & Passbook Update,1.3209950093078837,103.87049899086375,Bank
MARINE PARADE,1.32147998167819,103.87047996609765,大碗公 Sliced Fish Soup,1.3213868,103.87006,Seafood Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Mei Ji Fishball Noodle,1.3215165,103.87004,Noodle House
MARINE PARADE,1.32147998167819,103.87047996609765,蓝天板面.鱼汤 Lan Tian,1.3213278,103.87009,Seafood Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Xing Long Dongjia Beef Noodle,1.321408,103.870142,Noodle House
MARINE PARADE,1.32147998167819,103.87047996609765,萬佛世界 Vegetarian,1.3214856,103.870056,Vegetarian / Vegan Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Yong Ji Dessert,1.3213462,103.869995,Dessert Shop
MARINE PARADE,1.32147998167819,103.87047996609765,Allan De Dancesport,1.3218945263090203,103.8703517655032,Dance Studio
MARINE PARADE,1.32147998167819,103.87047996609765,Healthline Family Clinic & Surgery,1.3211711063721467,103.8699242466328,Doctor's Office
MARINE PARADE,1.32147998167819,103.87047996609765,Nour Family,1.3213445,103.8701,Malay Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Blk 70A Geylang Bahru,1.3223051054346222,103.87044385585976,General Travel
MARINE PARADE,1.32147998167819,103.87047996609765,Blk 68 Geylang Bahru,1.3224180901222948,103.87041515420314,Residential Building (Apartment / Condo)
MARINE PARADE,1.32147998167819,103.87047996609765,Hai Eng Cafe,1.3215963,103.86998,Coffee Shop
MARINE PARADE,1.32147998167819,103.87047996609765,61 Media Economic Bee Hoon,1.3215339,103.87005,Asian Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Hog's Heaven BBQ,1.3223287084292235,103.87041862312526,BBQ Joint
MARINE PARADE,1.32147998167819,103.87047996609765,Fresh Global Fresh Fruit Juices,1.3210755870480795,103.8700573152592,Juice Bar
MARINE PARADE,1.32147998167819,103.87047996609765,Sheng Kee Cooked Food 生记熟食,1.321378699003295,103.87018755278866,Chinese Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Rishi,1.3215471388985982,103.87038484810394,Residential Building (Apartment / Condo)
MARINE PARADE,1.32147998167819,103.87047996609765,华记菜头粿 Carrot Cake,1.3213626,103.87008,Snack Place
MARINE PARADE,1.32147998167819,103.87047996609765,Blk 73 Geylang Bahru,1.3224024996536818,103.87046112907535,Residential Building (Apartment / Condo)
MARINE PARADE,1.32147998167819,103.87047996609765,经济小吃摊,1.3214052,103.870155,Chinese Breakfast Place
MARINE PARADE,1.32147998167819,103.87047996609765,Le Cafe GB,1.321891,103.870449,Café
MARINE PARADE,1.32147998167819,103.87047996609765,Masala Project,1.3214,103.870794,Indian Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Spextacular Optics,1.320834247868961,103.87043363600104,Optical Shop
MARINE PARADE,1.32147998167819,103.87047996609765,69 Durian,1.321435,103.870035,Fruit & Vegetable Store
MARINE PARADE,1.32147998167819,103.87047996609765,鼎鼎红麻辣香锅,1.32118,103.869971,Coffee Shop
MARINE PARADE,1.32147998167819,103.87047996609765,祥瑞粥品 Xiang Rui Zhou Pin,1.3214562,103.87018,Asian Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Fazil Muslim Food Stall (Kallang Bahru),1.3211274376257163,103.86981949052651,Food Court
MARINE PARADE,1.32147998167819,103.87047996609765,Raffles Skills Lab Pte Ltd,1.321769278117083,103.8706632039535,College Technology Building
MARINE PARADE,1.32147998167819,103.87047996609765,Bus Stop 60221 (Blk 73),1.321972021405845,103.87077110367865,Bus Station
MARINE PARADE,1.32147998167819,103.87047996609765,Warong Mak Esah dan Pak Bakar,1.3213308124920908,103.8698647904436,Food
MARINE PARADE,1.32147998167819,103.87047996609765,St. Kerry Bakeshop,1.321768,103.8699028,Bakery
MARINE PARADE,1.32147998167819,103.87047996609765,Express Chicken Rice @ Geylang Bahru Hawker Center,1.321521,103.87069717499999,
MARINE PARADE,1.32147998167819,103.87047996609765,兴记云吞面,1.3212710722464105,103.86982515301533,Noodle House
MARINE PARADE,1.32147998167819,103.87047996609765,興記雲吞麵 Xing Ji Wanton Noodles,1.3209958179721162,103.86997804030219,Noodle House
MARINE PARADE,1.32147998167819,103.87047996609765,丽平五香虾饼/蚝饼/炒米粉,1.3213788270950317,103.86986541748047,Asian Restaurant
MARINE PARADE,1.32147998167819,103.87047996609765,Gim Thye Pastry,1.3212977372084624,103.86994972782873,Bakery
PIONEER,1.3074394309030084,103.67251707150496,No 9 Pioneer Place Police Coast Guard (Gul Base),1.3074271073712518,103.67202079422594,Building
PIONEER,1.3074394309030084,103.67251707150496,Ultraco Building,1.306577,103.672854,
PIONEER,1.3074394309030084,103.67251707150496,National Oilwell Varco,1.3064003721328608,103.67283499630267,
PIONEER,1.3074394309030084,103.67251707150496,MP Biomedicals Asia Pacific,1.308653,103.672823,Building
PIONEER,1.3074394309030084,103.67251707150496,PCG Gul Alpha/Bravo Locker Room Level 2,1.3068080267259703,103.6712608768252,Building
PIONEER,1.3074394309030084,103.67251707150496,"MP Biomedical, Elisa",1.30796388037699,103.67304985601743,Coworking Space
PIONEER,1.3074394309030084,103.67251707150496,Hoe Heng No 7 Pioneer Place,1.307531,103.671486,
PIONEER,1.3074394309030084,103.67251707150496,PCG Gul Base Jetty Tower,1.306606,103.671611,Police Station
PIONEER,1.3074394309030084,103.67251707150496,Asiagroup,1.308517,103.671767,Building
PIONEER,1.3074394309030084,103.67251707150496,Energizer's Umbrella,1.309105,103.671508,
PIONEER,1.3074394309030084,103.67251707150496,Mp Biomedical,1.3088748869490474,103.67284630472972,Office
PIONEER,1.3074394309030084,103.67251707150496,Pelmec Industries (Minebea),1.3096155495458524,103.67096346982191,Event Space
PIONEER,1.3074394309030084,103.67251707150496,Vento Systems Pte Ltd,1.308556,103.676446,
PIONEER,1.3074394309030084,103.67251707150496,3 Pioneer Place,1.308442,103.67176,Building
PIONEER,1.3074394309030084,103.67251707150496,"21 Ridley Park, Singapore 248493",1.308071,103.675401,Building
PIONEER,1.3074394309030084,103.67251707150496,3rd floor Pantry,1.308691,103.672851,Tea Room
PIONEER,1.3074394309030084,103.67251707150496,Crown Relocation Singapore,1.3092411490859273,103.67409757638998,Office
PIONEER,1.3074394309030084,103.67251707150496,PCG Gul Basement Carpark,1.3064103100091087,103.67131402564215,Parking
PIONEER,1.3074394309030084,103.67251707150496,Crown Worldwide,1.3092541226538836,103.67416800205272,Building
